ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_habitable,Meublé,Grenier,Garage,Nombre_de_Garages,Équipement_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_toilettes,Type_de_chauffage,Ascenseur,Orientation_de_la_façade_du_bien,Nombre_de_façades,Nombre_de_places_de_parking_extérieur,Jardin,Terrasse_aménagée,Surface_totale_du_terrain,Conso_spécifique_dénergie_primaire,Conso_annuelle_totale_dénergie_primaire,Référence_PEB,Date_de_validité_PEB,Emission_de_CO2,Attestation__Installation_électrique,Type_de_zone_inondable,Zone_inondable_délimitée,Surface_du_séjour,Étage_de_lappartement,Nombre_détages_de_limmeuble,Surface_de_la_terrasse,Attestation__Asbuilt,Bien_actuellement_loué,Caves,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Nombre_de_douches,Surface_chambre_à_coucher_1,Type_de_cuisine,Surface_de_la_cuisine,Surface_de_lades_salles_de_bain,Type_de_vitrage,Accessible_aux_moins_valides,Raccordé_aux_égouts,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Piscine_extérieure,Surface_des_caves,Parlophone,Surface_totale,Surface_chambre_à_coucher_2,Nombre_de_place_de_parking_intérieur,Panneaux_solaires,Orientation_de_la_terrasse,Surface_du_bureau,Panneaux_solaires_thermiques,Attestation__Citernes_à_mazout,Largeur_de_la_façade,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_chambre_à_coucher_5,Surface_du_jardin,Surface_salle_à_manger,Alarme_antieffraction,Largeur_du_terrain_à_rue,Profondeur_du_terrain,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Le_bien_fait_lobjet_dun_droit_de_préemption,Chauffage_au_sol,Feu_ouvert,Orientation_du_jardin,Citerne_à_eau_de_pluie,Possibilités_pour_profession_libérale,Surface_constructible,Pompe_à_chaleur,Attestation__Installation_électrique__Validité,Adaptations_pour_les_seniors,Surface_du_grenier,Espace_ouvert_sensible_à_leau__WORG,Balcon,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Maison_basse_énergie,Station_de_charge_électrique,Surface_du_garage,Adoucisseur_deau,Porte_daccès_sécurisée,Air_conditionné,Niveau_E,Appartement_de_service,Compteur_Bihoraire,Compteur_deau_individuel,Domotique,HammamSaunaJacuzzi
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/1480/tubize/vaz88598,VAZ88598,Rez-de-chaussée à vendre,235000,,1480 Tubize,Excellent,,,1,,Non,,,,,1,,,,,2,,Oui,Oui,,,,,,,,Information non communiquée,Information non communiquée,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40 m²,,,,,,,,Non,,,,,,Non,,,,,,,,,,,,,,,,,Non,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1480/tubize/vbb60264,VBB60264,Maison à vendre,465000,,1480 Tubize,,1920,,4,190 m²,Non,Oui,,,Super équipée,2,3,Gaz,Non,Sud-est,3,,Oui,Oui,610 m²,415 kWh/m²/an,,20221123019325,23/11/2032,,pas d'application,Information non communiquée,Information non communiquée,38 m²,,,57 m²,,Non,Non,Non,Non,Non,Non,Non,,,,,,,,,Oui,Oui,Oui,,,,,,,,34 m²,,,,,,,,,,,47 m,,,,,,,,,220 m²,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1480/oisquercq/vbc92255,VBC92255,Maison à vendre,230000,,1480 Oisquercq,À rénover,,A l’acte,3,110 m²,Non,,Oui,1,,1,1,Mazout,Non,,3,2,Oui,Oui,,416 kWh/m²/an,,20250609018150,09/06/2035,,"non, pas d'attestation",Information non communiquée,Information non communiquée,32 m²,,2,35 m²,,Non,Non,Non,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,245 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1480/saintes/vbc91653,VBC91653,Maison à vendre,209000,,1480 Saintes,,,Immédiatement,2,108 m²,Non,Oui,,,,1,1,Gaz,Non,,,,,,,501 kWh/m²/an,,20190928008160,28/09/2029,,"oui, attestation conforme",Information non communiquée,Information non communiquée,30 m²,,2,,,Non,Non,Non,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1480/tubize/vbc91405,VBC91405,Maison à vendre,249000,,1480 Tubize,,2011,A l’acte,2,100 m²,Non,Non,Oui,1,,,2,Gaz,Non,,3,,,,,226 kWh/m²/an,,20250618005325,18/06/2035,41,"oui, attestation conforme",Information non communiquée,Information non communiquée,40 m²,,2,,,Non,Non,Non,Non,Non,Non,Non,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1480/tubize/vbc91402,VBC91402,Maison à vendre,280000,,1480 Tubize,Normal,,,3,130 m²,Non,Oui,,,,1,1,Gaz,Non,,2,,Oui,Oui,150 m²,220 kWh/m²/an,,20250509004311,09/05/2035,,"oui, attestation conforme",Information non communiquée,Information non communiquée,30 m²,,2,20 m²,,Non,Non,Non,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,70 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1480/tubize/vbc91322,VBC91322,Maison à vendre,295000,,1480 Tubize,Normal,1933,A l’acte,2,116 m²,Non,Oui,Oui,1,,1,2,Gaz,Non,,2,,Oui,Oui,194 m²,440 kWh/m²/an,51075 kWh/an,,22/05/2035,81,"oui, attestation non conforme",Pas de risque d’inondation,Inondable délimitée,27 m²,,3,14 m²,,Non,Oui,,Oui,,,,1,12 m²,,,,Double vitrage,Non,Oui,Oui,Oui,Non,10 m²,Oui,,11 m²,,,Ouest,,,,5 m,,,,93 m²,,,5 m,,Non,Non,Non,,,Ouest,,,,,,,28 m²,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1480/tubize/vbc90609,VBC90609,Villa à vendre,745000,,1480 Tubize,Excellent,2013,,4,289 m²,Non,,Oui,1,,2,3,Mazout,Non,,4,1,Oui,Oui,1333 m²,132 kWh/m²/an,38168 kWh/an,,18/11/2034,33,"oui, attestation conforme",Risque élevé,Inondable délimitée,29 m²,,2,100 m²,,,,,Oui,,,,2,21 m²,,20 m²,,Double vitrage,Non,Oui,,Oui,Oui,,,,14 m²,,,Est,,,,,26 m²,29 m²,,800 m²,13 m²,Oui,,,Non,Non,Non,,,Est,,,,,07/06/2013,,,Non,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1480/tubize/vbc89675,VBC89675,Maison à vendre,495000,,1480 Tubize,Excellent,2023,,4,176 m²,Non,Oui,Oui,1,Super équipée,3,2,,Non,,3,,Oui,Oui,500 m²,165 kWh/m²/an,36673 kWh/an,,11/06/2035,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,33 m²,,2,25 m²,,Non,,,Oui,,,,3,17 m²,,11 m²,,Double vitrage,Non,Oui,Oui,Oui,Non,,,,16 m²,,,,,,,,16 m²,15 m²,,,,,,,,,,,,Est,Oui,,,,,,95 m²,,Oui,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1480/tubize/vbc89337,VBC89337,Appartement à vendre,180000,,1480 Tubize,Normal,,,2,90 m²,Non,Non,,,,1,1,Gaz,Oui,,4,,,Oui,,336 kWh/m²/an,,20220519002622,19/05/2032,62,pas d'application,Pas de risque d’inondation,Information non communiquée,,5,5,15 m²,,Non,Non,Non,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1480/tubize/vbc88388,VBC88388,Appartement à vendre,190000,,1480 Tubize,Nouveau,2023,,1,65 m²,Non,Non,,,,1,,Electrique,Oui,,2,,,Oui,,66 kWh/m²/an,,20231113502148,13/11/2033,,"oui, attestation conforme",Information non communiquée,Information non communiquée,30 m²,2,4,10 m²,,Non,Non,Non,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/1480/tubize/vbc88336,VBC88336,Immeuble mixte à vendre,495000,,1480 Tubize,Normal,,A l’acte,4,225 m²,Non,Oui,,,,2,3,Gaz,Non,,2,,,Oui,177 m²,248 kWh/m²/an,19682 kWh/an,,31/12/2034,48,"oui, attestation non conforme",Pas de risque d’inondation,Inondable délimitée,45 m²,,3,45 m²,,Oui,Oui,,Oui,,,,2,19 m²,,46 m²,,Double vitrage,Non,Oui,Oui,Oui,Non,11 m²,,,14 m²,,,,,,,,17 m²,10 m²,,,,,,,Non,Non,Non,,,,,,,,,,7 m²,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1480/tubize/vbc88314,VBC88314,Maison à vendre,280000,,1480 Tubize,À rénover,,,3,172 m²,Non,Oui,Oui,1,Super équipée,1,2,Mazout,,Sud-ouest,4,,Oui,Oui,1245 m²,499 kWh/m²/an,89766 kWh/an,,06/06/2035,,,Pas de risque d’inondation,Information non communiquée,37 m²,,,84 m²,,,Oui,,Oui,,,,11,13 m²,,18 m²,,Double vitrage,,,,,,,,,19 m²,1,,Nord-est,,,,23 m,25 m²,,,1100 m²,20 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1480/tubize/rwc34892,RWC34892,Appartement à vendre,284926,Rue de Tordoir,1480 Tubize,,,,2,91 m²,,,Oui,,Equipée,,,Gaz,,,,,,Oui,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,Double vitrage,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,Oui,Non,,,,,Non,,,,,,,,,,Oui,,,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/1480/tubize/rwc34890,RWC34890,Rez-de-chaussée à vendre,281614,Rue du Tordoir,1480 Tubize,,,,2,91 m²,,,Oui,,,,,Gaz,,,,,,Oui,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,Double vitrage,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,Oui,Non,,,,,Non,,,,,,,,,,Oui,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1480/tubize/vbc53160,VBC53160,Appartement à vendre,264079,,1480 Tubize,Nouveau,2024,,2,100 m²,Non,,Oui,,,1,1,Gaz,Oui,,2,,,Oui,,63 kWh/m²/an,,,31/10/2035,,"oui, attestation conforme",Pas de risque d’inondation,Inondable délimitée,36 m²,1,5,14 m²,,Non,,,Oui,,,,1,15 m²,,8 m²,,Double vitrage,Oui,Oui,Oui,Oui,Non,,Oui,,10 m²,63,,Sud,,,,,,,,,36 m²,,,,,,Non,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1480/tubize/vbc51705,VBC51705,Appartement à vendre,226488,,1480 Tubize,Nouveau,2024,,1,73 m²,Non,,Oui,,,1,1,Gaz,Oui,,2,,,Oui,,63 kWh/m²/an,,,31/10/2035,,"oui, attestation conforme",Pas de risque d’inondation,Inondable délimitée,32 m²,1,5,17 m²,,Non,,,Oui,,,,1,13 m²,,2 m²,,Double vitrage,Oui,Oui,Oui,Oui,Non,,Oui,,,63,,Ouest,,,,,,,,,32 m²,,,,,,Non,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1480/tubize/vbc51703,VBC51703,Appartement à vendre,314139,,1480 Tubize,Nouveau,2024,,3,115 m²,Non,,Oui,,,2,2,Gaz,Oui,,2,,,Oui,,63 kWh/m²/an,,,31/10/2035,,"oui, attestation conforme",Pas de risque d’inondation,Inondable délimitée,39 m²,2,5,12 m²,,Non,,,Oui,,,,2,13 m²,,8 m²,,Double vitrage,Oui,Oui,Oui,Oui,Non,,Oui,,10 m²,63,,Nord,,,,,10 m²,,,,39 m²,,,,,,Non,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1480/tubize/vbc44910,VBC44910,Maison à vendre,285000,,1480 Tubize,Excellent,1930,A l’acte,3,135 m²,Non,Oui,,,Super équipée,1,2,Gaz,Non,,2,2,Oui,Oui,222 m²,191 kWh/m²/an,25857 kWh/an,,28/02/2035,35,"oui, attestation conforme",Pas de risque d’inondation,Inondable délimitée,16 m²,,3,20 m²,,Non,Oui,,Oui,,,,1,13 m²,,24 m²,,Double vitrage,Non,Oui,Oui,Oui,Non,17 m²,,,8 m²,,,Est,,,,4 m,20 m²,,,80 m²,,,4 m,,Non,Non,Non,,Oui,Est,,,,,12/07/2022,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1480/tubize/vbc37242,VBC37242,Maison à vendre,215000,,1480 Tubize,Normal,1970,A l’acte,2,87 m²,Non,Oui,,,,1,1,Gaz,Non,,3,,,,68 m²,205 kWh/m²/an,17790 kWh/an,,31/01/2025,38,"oui, attestation conforme",Pas de risque d’inondation,Riveraine d’une zone inondable délimitée,27 m²,,2,,,Non,Oui,,Oui,,,,1,15 m²,,7 m²,,Double vitrage,Non,Oui,Oui,Oui,,16 m²,,,6 m²,,,,,,,,,,,,10 m²,,,,Non,Non,Non,,,,,,,,,,7 m²,Non,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1480/tubize/rwc31607,RWC31607,Maison à vendre,375382,Chaussée de Mons - Rue de Stimbert,1480 Tubize,,,,3,163 m²,,Oui,,,,,,Non specifié,,,3,,Oui,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Non,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1480/tubize/vbc21440,VBC21440,Maison à vendre,225000,,1480 Tubize,Normal,1900,A l’acte,2,108 m²,Non,Oui,,,,2,2,Gaz,Non,,2,,Oui,Oui,172 m²,403 kWh/m²/an,43649 kWh/an,,15/02/2022,74,"oui, attestation non conforme",Pas de risque d’inondation,Inondable délimitée,16 m²,,2,,,Oui,Oui,,Oui,,,,1,16 m²,,8 m²,,Double vitrage,Non,Oui,Oui,Oui,Non,16 m²,,,17 m²,,,,,,,,,,,,18 m²,,,,Non,Non,Non,,,Nord,,,,,,,17 m²,Non,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1480/tubize/vbc10682,VBC10682,Maison à vendre,255000,,1480 Tubize,À rénover,,A l’acte,3,169 m²,Non,Oui,Oui,1,Semi-équipée,1,2,Mazout,Non,,3,1,Oui,Oui,470 m²,439 kWh/m²/an,74362 kWh/an,,30/10/2034,109,"oui, attestation non conforme",Information non communiquée,Information non communiquée,29 m²,,3,29 m²,,Non,Oui,,Oui,,,,1,18 m²,Kitchenette,17 m²,,Double vitrage,Non,Oui,,Oui,Non,31 m²,,,15 m²,,,Ouest,,,,4 m,12 m²,,,263 m²,29 m²,,4 m,,,,,,,Ouest,,,,,,,66 m²,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/1480/tubize/vbb99042,VBB99042,Immeuble mixte à vendre,230000,,1480 Tubize,Normal,1918,A l’acte,1,146 m²,Non,,,,,1,3,Gaz,Non,,2,,,Oui,106 m²,200 kWh/m²/an,12084 kWh/an,,13/08/2033,41,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,31 m²,,2,44 m²,,Oui,Oui,,Oui,,,,1,11 m²,,18 m²,,Double vitrage,Non,Oui,Oui,Oui,Non,15 m²,,,,,,Sud-ouest,,,,8 m,,,,,,,8 m,,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1480/tubize/vba76143,VBA76143,Appartement à vendre,243648,Rue des Frères Lefort 10,1480 Tubize,,2024,,1,73 m²,,,Oui,,,1,1,,Oui,Ouest,2,1,,Oui,,63 kWh/m²/an,,,31/10/2035,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,,2,5,17 m²,,,Oui,,,,,,1,13 m²,,,,Double vitrage,Oui,Oui,Oui,Oui,Non,,Oui,,,63,,Ouest,,,,,,,,,,,,,Oui,Oui,Non,Oui,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1480/tubize/vba76142,VBA76142,Appartement à vendre,239505,Rue des Frères Lefort 10,1480 Tubize,,2024,,1,73 m²,,,Oui,,,1,1,,Oui,Ouest,2,1,,Oui,,63 kWh/m²/an,,,31/10/2035,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,,1,5,17 m²,,,Oui,,,,,,1,13 m²,,,,Double vitrage,Oui,Oui,Oui,Oui,Non,,Oui,,,63,,Ouest,,,,,,,,,,,,,Oui,Oui,Non,Oui,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1480/tubize/vbc88691,VBC88691,Maison à vendre,549000,,1480 Tubize,,2012,A l’acte,3,182 m²,Oui,Non,Oui,,Super équipée,,2,Gaz,Non,,3,12,Oui,Oui,3400 m²,230 kWh/m²/an,,20240605027283,05/06/2034,,"oui, attestation conforme",Information non communiquée,Information non communiquée,68 m²,,,145 m²,,Non,Non,Non,Non,Non,Non,Non,1,,,,,,,,,,Oui,,,,,,,,,,,30 m,,,,300 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1480/tubize/vbc86850,VBC86850,Appartement à vendre,165000,,1480 Tubize,,1977,,1,68 m²,Non,Non,,,,,1,,Non,,,,,,,141 kWh/m²/an,,20160726008065,26/07/2026,,"non, pas d'attestation",Information non communiquée,Information non communiquée,32 m²,2,3,,,Non,Non,Non,Non,Non,Non,Non,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1480/tubize/vbc86848,VBC86848,Maison à vendre,615000,,1480 Tubize,Normal,2010,,7,400 m²,Non,Non,Oui,1,Super équipée,1,2,Gaz,Non,,4,4,Oui,Oui,1754 m²,108 kWh/m²/an,,20250415031166,15/04/2035,,"oui, attestation conforme",Information non communiquée,Information non communiquée,50 m²,,2,72 m²,,Non,Non,Non,Non,Non,Non,Non,1,,,,,,,,,,,,,,,,Oui,,,,,,,,,1182 m²,,,,,,,,,,,,,200 m²,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1480/tubize/vbc85990,VBC85990,Appartement à vendre,179000,,1480 Tubize,À rénover,1971,A l’acte,2,85 m²,Non,Non,Oui,,,1,1,Gaz,Oui,,,,,Oui,,378 kWh/m²/an,,20241231003883,,,"non, pas d'attestation",Information non communiquée,Information non communiquée,30 m²,3,,7 m²,,Non,Non,Non,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1480/tubize/vbc85402,VBC85402,Appartement à vendre,170000,,1480 Tubize,Normal,1994,,1,60 m²,Non,Non,,,,1,1,Mazout,Non,,2,1,Oui,Oui,,174 kWh/m²/an,,20211116005537,16/11/2031,,"oui, attestation conforme",Information non communiquée,Information non communiquée,30 m²,,2,10 m²,,Non,Non,Non,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1480/tubize/vbc85405,VBC85405,Maison à vendre,290000,,1480 Tubize,À rénover,1964,,3,200 m²,Non,Oui,Oui,1,,1,2,Mazout,Non,,2,,Oui,Oui,209 m²,455 kWh/m²/an,,20250509024479,09/05/2035,,pas d'application,Information non communiquée,Information non communiquée,40 m²,,2,10 m²,,Non,Non,Non,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,140 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1480/tubize/vbc85079,VBC85079,Maison à vendre,340000,,1480 Tubize,À rénover,1920,A l’acte,4,150 m²,,,,,Semi-équipée,1,1,Gaz,Non,,2,,Oui,Oui,9425 m²,238 kWh/m²/an,52898 kWh/an,,27/03/2035,44,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,38 m²,,2,15 m²,,Non,Oui,,,,,,1,22 m²,Kitchenette,23 m²,,Double vitrage,Non,Non,Oui,,Non,,,,19 m²,,,Nord-ouest,1 m²,,,,12 m²,12 m²,,9200 m²,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1480/tubize/vbc74602,VBC74602,Appartement à vendre,189000,,1480 Tubize,À rénover,,,2,80 m²,Non,Non,Oui,1,,1,1,Gaz,Non,Est,,,,Oui,,148 kWh/m²/an,,20241112013277,12/11/2034,,pas d'application,Information non communiquée,Information non communiquée,20 m²,1,2,6 m²,,Non,Non,Non,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1480/tubize/vbc84150,VBC84150,Maison à vendre,210000,,1480 Tubize,À rénover,,,3,120 m²,Non,Non,,,,1,1,Gaz,Non,,2,,Oui,Oui,310 m²,392 kWh/m²/an,,20250526027397,26/05/2035,71,pas d'application,Information non communiquée,Information non communiquée,27 m²,,2,20 m²,,Non,Non,Non,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,213 m²,,,,,,,,,,,,,77 m²,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1480/tubize/vbc82982,VBC82982,Maison à vendre,265000,,1480 Tubize,Normal,1937,,4,166 m²,Non,Oui,,,Super équipée,1,2,Mazout,Non,Sud,2,,Oui,Oui,199 m²,247 kWh/m²/an,,20250602009715,02/06/2035,,pas d'application,Information non communiquée,Information non communiquée,35 m²,,2,15 m²,,Non,Non,Non,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,100 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1480/tubize/vbc82795,VBC82795,Maison à vendre,629000,,1480 Tubize,À rénover,,A l’acte,6,220 m²,Non,Non,Oui,,,1,2,Mazout,Non,,4,,Oui,Oui,6700 m²,319 kWh/m²/an,,20250523013080,23/05/2035,,pas d'application,Information non communiquée,Information non communiquée,42 m²,,,40 m²,,Non,Non,Non,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1480/tubize/vbc82794,VBC82794,Appartement à vendre,220000,Rue du Bailli 10 302,1480 Tubize,,,,2,95 m²,Non,Non,,,,1,1,,Oui,Est,,,,Oui,,175 kWh/m²/an,,20250122015700,22/01/2035,,"oui, attestation conforme",Information non communiquée,Information non communiquée,30 m²,3,4,7 m²,,Non,Non,Non,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1480/tubize/vbc47446,VBC47446,Maison à vendre,315000,Rue de Bruxelles 382,1480 Tubize,Normal,1975,A l’acte,3,125 m²,Non,Oui,Oui,1,Equipée,2,2,Gaz,Non,,3,2,Oui,Oui,280 m²,287 kWh/m²/an,,,03/10/2016,53,"non, pas d'attestation",Information non communiquée,Information non communiquée,40 m²,,,20 m²,,,Oui,,,,,,1,18 m²,Américaine,10 m²,9 m²,Double vitrage,Non,Oui,Oui,Oui,Non,,,,11 m²,,,Ouest,,,,7 m,21 m²,,,230 m²,,,7 m,,,,,,,Ouest,,,,,,,,,Oui,,,,,,,20 m²,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1480/tubize/vbc80433,VBC80433,Appartement à vendre,246000,,1480 Tubize,,2003,,2,82 m²,Non,Non,Oui,1,,,1,,Oui,,,1,,Oui,,172 kWh/m²/an,,20250502005087,02/05/2035,,"oui, attestation conforme",Information non communiquée,Information non communiquée,32 m²,2,4,5 m²,,Non,Non,Non,Non,Non,Non,Non,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1480/tubize/vbc80457,VBC80457,Appartement à vendre,240000,,1480 Tubize,Normal,2006,,2,101 m²,Non,Non,Oui,,,1,1,Gaz,Non,,2,,Oui,Oui,,180 kWh/m²/an,,20250520146826,20/05/2035,,"oui, attestation conforme",Information non communiquée,Information non communiquée,30 m²,1,3,5 m²,,Non,Non,Non,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1480/tubize/vbc80456,VBC80456,Maison à vendre,480000,,1480 Tubize,Normal,1957,,4,200 m²,Non,Non,,,Super équipée,3,4,Gaz,Non,,4,,Oui,Oui,600 m²,129 kWh/m²/an,,20250424021570,24/04/2035,24,"oui, attestation conforme",Information non communiquée,Information non communiquée,42 m²,,1,30 m²,,Non,Non,Non,Non,Non,Non,Non,,,,,,,,,,,,,,,,,Oui,,12 m²,,,,,,,420 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1480/tubize/vbc80018,VBC80018,Maison à vendre,275000,,1480 Tubize,À rénover,,A l’acte,3,110 m²,Non,Non,Oui,2,,1,1,Mazout,Non,,2,2,Oui,Oui,320 m²,300 kWh/m²/an,,20240313017872,13/04/2034,,"non, pas d'attestation",Information non communiquée,Information non communiquée,30 m²,,2,20 m²,,Non,Non,Non,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
