ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_chambre_à_coucher_5,Surface_habitable,Meublé,Surface_du_séjour,Salle_à_manger,Surface_salle_à_manger,Garage,Équipement_de_la_cuisine,Type_de_cuisine,Surface_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_douches,Nombre_de_toilettes,Type_de_chauffage,Ascenseur,Accessible_aux_moins_valides,Nombre_de_façades,Nombre_détages_de_limmeuble,Jardin,Surface_du_jardin,Terrasse_aménagée,Surface_totale_du_terrain,Piscine_extérieure,Conso_spécifique_dénergie_primaire,Emission_de_CO2,Attestation__Installation_électrique,Type_de_zone_inondable,Zone_inondable_délimitée,Bien_actuellement_loué,Grenier,Surface_du_grenier,Surface_de_lades_salles_de_bain,Type_de_vitrage,Orientation_de_la_façade_du_bien,Orientation_de_la_terrasse,Raccordé_aux_égouts,Raccordé_à_leau_courante,Conso_annuelle_totale_dénergie_primaire,Date_de_validité_PEB,Caves,Nombre_de_Garages,Panneaux_solaires,Attestation__Installation_électrique__Validité,Véranda,Dressing,Buanderie,Local_vélo,Nombre_de_place_de_parking_intérieur,Porte_de_garage_motorisée,Clef_électronique,Panneaux_solaires_thermiques,Chauffage_au_sol,Air_conditionné,Domotique,Alarme_antieffraction,HammamSaunaJacuzzi,Feu_ouvert,Nombre_de_places_de_parking_extérieur,Surface_de_la_terrasse,Surface_constructible,Raccordé_au_gaz_de_ville,Balcon,Référence_PEB,Attestation__Citernes_à_mazout,Le_bien_fait_lobjet_dun_droit_de_préemption,Attestation__Asbuilt,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Largeur_de_la_façade,Surface_du_dressing,Surface_du_garage,Largeur_du_terrain_à_rue,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Citerne_à_eau_de_pluie,Attestation__Citernes_à_mazout__Validité,Étage_de_lappartement,Orientation_du_jardin,Surface_du_bureau,Surface_des_caves,Surface_de_la_véranda,Possibilités_pour_profession_libérale,Compteur_Bihoraire,Maison_basse_énergie,Barbecue,Parlophone,Station_de_charge_électrique,Profondeur_du_terrain,Pompe_à_chaleur
https://immovlan.be/fr/detail/villa/a-vendre/5575/gedinne/rwc38224,RWC38224,Villa à vendre,266550,,5575 Gedinne,Excellent,2024,A convenir,3,,,,,,1031 m²,,,,,,Super équipée,Américaine,,1,,,Non specifié,,,4,,,,,,,,,,Information non communiquée,Information non communiquée,,Oui,,,,,,Oui,Oui,,,,,Oui,,,,,,,,,,Oui,,,,,,,,,Oui,,,,,,,,,,,,,Oui,,,,,,,,Oui,Oui,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5575/gedinne/vbc27230,VBC27230,Maison à vendre,270000,Rue Raymond Gridlet 83,5575 Gedinne,Nouveau,2024,A l’acte,3,12 m²,12 m²,11 m²,,,150 m²,Non,32 m²,,,Oui,Equipée,Américaine,8 m²,1,1,2,Gaz,Non,Non,3,3,Oui,677 m²,Oui,677 m²,Non,70 kWh/m²/an,12,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,Non,,,9 m²,,,,Oui,Oui,9000 kWh/an,23/01/2034,Oui,1,Oui,,,,,,3,,,,,,,,,,,20 m²,,Oui,,,,Non,,,,,26 m²,,Oui,,,,,,,21 m²,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5575/bourseigne-neuve/vbb74752,VBB74752,Maison à vendre,395000,,5575 Bourseigne-Neuve,Normal,,A l’acte,8,19 m²,16 m²,9 m²,9 m²,16 m²,287 m²,Oui,41 m²,,,Oui,,,,6,,7,Gaz,,Non,4,2,Oui,,Oui,3459 m²,,216 kWh/m²/an,31,,Information non communiquée,Information non communiquée,Non,,,7 m²,Double vitrage,Nord,Sud,Oui,Oui,,28/05/2034,Oui,2,,,,,,,3,,,,,,,,,,4,,,Oui,,,,,,,20 m,,,20 m,,,,,,Sud,,65 m²,,,,,Oui,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5575/gedinne/vba24811,VBA24811,Maison à vendre,249000,Rue de la Semois 77,5575 Gedinne,À rénover,,A partir du : 01/01/2024,4,17 m²,16 m²,16 m²,11 m²,,163 m²,Non,31 m²,,,Oui,Equipée,,19 m²,,,2,,Non,,,,Oui,2500 m²,,,,631 kWh/m²/an,,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,Non,Oui,,,Double vitrage,,,,Oui,112744 kWh/an,,Oui,,Non,,,,,,,Non,Non,,Non,Non,Non,Non,Non,Non,1,,3005 m²,Non,Non,20200917001543,pas d'application,Non,Non,Non,,,,,Non,Non,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5575/willerzie/vbc89368,VBC89368,Maison à vendre,240000,Rue Charnay 2,5575 Willerzie,À rénover,1979,A l’acte,5,,,,,,144 m²,Non,25 m²,,,Oui,Semi-équipée,,,1,,2,Mazout,Non,,4,1,Oui,,Oui,1140 m²,,321 kWh/m²/an,81,"non, pas d'attestation",Pas de risque d’inondation,Information non communiquée,,,,,,Sud-est,,,Oui,59691 kWh/an,,,1,,,,,,,,,,,,,,,,,2,20 m²,95 m²,,,20240621016845,,Non,Non,,,,,,Oui,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5575/willerzie/vwd13347,VWD13347,Maison à vendre,175000,,5575 Willerzie,Normal,,A l’acte,3,,,,,,200 m²,,,,,Oui,Equipée,,,1,,,Mazout,,,2,,Oui,,Oui,274 m²,,472 kWh/m²/an,,"oui, attestation conforme",Information non communiquée,Information non communiquée,Non,Oui,,,Double vitrage,,,,,,,Oui,,,,,,Oui,,1,,,,,,,,,,,,,,,20160804000170,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5575/willerzie/vbc64114,VBC64114,Maison à vendre,275000,Rue du Faubourg 22,5575 Willerzie,Nouveau,,Immédiatement,4,17 m²,22 m²,16 m²,10 m²,,184 m²,Non,33 m²,,,,Equipée,,14 m²,1,,2,,Non,Non,,,Oui,100 m²,Oui,,,41 kWh/m²/an,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,Non,,,,Double vitrage,,,,Oui,7589 kWh/an,,Oui,,Oui,,,,,,,Non,Non,,Oui,Non,Non,Non,Non,Non,1,16 m²,180 m²,Non,Non,20250402027645,pas d'application,Non,Oui,Non,,,,,Non,Non,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5575/willerzie/vbc64113,VBC64113,Maison à vendre,265000,Rue du Faubourg 22 A,5575 Willerzie,Nouveau,,Immédiatement,3,,,,,,148 m²,Non,,Non,,Oui,Equipée,,,1,,2,,Non,Non,,,,,Oui,,Non,79 kWh/m²/an,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,Non,Non,,,Double vitrage,,,,Oui,,,Non,,Oui,,Non,Non,Non,Non,1,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,1,,,Non,Oui,20250402029033,pas d'application,Non,Oui,Non,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5575/patignies/vwd13888,VWD13888,Maison à vendre,990000,rue de Malvoisin 49,5575 Patignies,Excellent,1996,A l’acte,5,,,,,,350 m²,,,,,Oui,Equipée,Américaine,,2,,,Mazout,,,4,,Oui,,Oui,3061 m²,Oui,246 kWh/m²/an,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,,,,,Double vitrage,Est,Ouest,,Oui,133578 kWh/an,,Oui,,Oui,,Oui,,Oui,Oui,4,,,,,Oui,,Oui,,Oui,4,120 m²,,,,20241007013215,,,,Non,,,,,Oui,,,,,Ouest,,,,Oui,Oui,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5575/gedinne/vbc89369,VBC89369,Maison à vendre,240000,Rue Charnay 2,5575 Gedinne,À rénover,1979,A l’acte,5,,,,,,144 m²,Non,25 m²,Non,,Oui,,,,1,,2,Mazout,Non,,4,1,,,Oui,1140 m²,,321 kWh/m²/an,81,"non, pas d'attestation",Pas de risque d’inondation,Information non communiquée,Non,Non,,,,Sud-est,,,Oui,,,Non,1,,,Non,Non,Non,Non,,,,,,,,,,,2,20 m²,95 m²,,,20240621016845,,Non,Non,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5575/rienne/vbc86314,VBC86314,Maison à vendre,99000,Rue Léon Demars 2,5575 Rienne,À rénover,,A l’acte,2,,,,,,153 m²,,,Non,,Oui,,,,1,,2,Mazout,,,3,2,Oui,,,650 m²,,655 kWh/m²/an,,,Information non communiquée,Information non communiquée,Non,Oui,,,,Est,,,,,,Non,,Non,,Non,Non,Non,Non,1,,,,,,,,,,1,,,,,20210629016255,,Non,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5575/vencimont/vbc84075,VBC84075,Maison à vendre,260000,Rue de la Lorraine 23,5575 Vencimont,Normal,,A l’acte,2,14 m²,28 m²,,,,120 m²,,,,,,Semi-équipée,Kitchenette,,1,,1,Bois,,Non,4,2,Oui,,Oui,846 m²,,314 kWh/m²/an,9,"oui, attestation conforme",Information non communiquée,Information non communiquée,,Oui,68 m²,4 m²,Double vitrage,,,,,50957 kWh/an,22/05/2035,,,,,,,,,,,,,,,,,,,,19 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5575/gedinne/vbc49345,VBC49345,Maison à vendre,299000,Rue de la Chapelle 14,5575 Gedinne,À rénover,1777,A l’acte,6,18 m²,18 m²,18 m²,8 m²,17 m²,272 m²,Non,,Oui,26 m²,Oui,Semi-équipée,Kitchenette,17 m²,1,,2,Mazout,Non,Non,2,2,Oui,800 m²,Oui,1061 m²,Non,532 kWh/m²/an,132,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,Non,Oui,141 m²,15 m²,,Sud,,Oui,Oui,191080 kWh/an,11/03/2035,Oui,1,,,,Oui,,,,,,,,,,,,,3,20 m²,,,,,,Non,,,,8 m²,39 m²,,,,,,,,,86 m²,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/5575/gedinne/vbc81638,VBC81638,Immeuble mixte à vendre,560000,Rue des Virées 9,5575 Gedinne,Excellent,2006,A l’acte,3,16 m²,16 m²,13 m²,,,183 m²,Non,39 m²,Oui,,Oui,Super équipée,,22 m²,1,1,2,Mazout,Non,Non,4,2,Oui,2000 m²,Oui,30 m²,Non,185 kWh/m²/an,45,,Pas de risque d’inondation,Information non communiquée,Non,,,12 m²,Double vitrage,Nord-est,,Oui,Oui,38664 kWh/an,05/03/2035,,2,,,,,,,,,,,,,,,,,,10 m²,,,,,,Non,,,,,46 m²,,Oui,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5575/gedinne/vbc79660,VBC79660,Maison à vendre,400000,Rue de Dinant 5,5575 Gedinne,Excellent,1650,A l’acte,4,24 m²,15 m²,19 m²,16 m²,,244 m²,Non,27 m²,Oui,12 m²,Oui,Super équipée,,10 m²,2,1,3,Mazout,Non,Non,4,2,Oui,500 m²,Oui,717 m²,Non,421 kWh/m²/an,104,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,Non,Oui,116 m²,5 m²,Double vitrage,Nord,Sud,Oui,Oui,130505 kWh/an,13/05/2035,Oui,1,,,,,,,,,,,,,,,,,,20 m²,,Oui,,,,Non,,,,,68 m²,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5575/gedinne/vbc53193,VBC53193,Maison à vendre,325000,rue de l'Auberge 4,5575 Gedinne,Excellent,,Immédiatement,3,13 m²,18 m²,10 m²,,,150 m²,Non,35 m²,,,,Equipée,,8 m²,1,,2,,Non,Non,,,Oui,400 m²,,,,108 kWh/m²/an,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,Oui,Oui,,,Double vitrage,,,,Oui,16130 kWh/an,,,,Non,,,,,,,Non,Non,,Non,Non,Non,Non,Non,Non,1,,540 m²,Oui,Non,20230412503986,,Non,Oui,Non,,,,,Oui,Non,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5575/gedinne/vbc53192,VBC53192,Maison à vendre,325000,rue de l'auberge 6,5575 Gedinne,Excellent,,Immédiatement,3,18 m²,13 m²,10 m²,,,150 m²,Non,35 m²,,,,Equipée,,8 m²,1,,2,,Non,Non,,,Oui,400 m²,,,,108 kWh/m²/an,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,Oui,Oui,,,Double vitrage,,,,Oui,16130 kWh/an,,,,Non,,,,,,,Non,Non,,Non,Non,Non,Non,Non,Non,1,,540 m²,Oui,Non,20230412503986,,Non,Oui,Non,,,,,Oui,Non,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5575/gedinne/vbc75518,VBC75518,Maison à vendre,399000,Rue Grande 38,5575 Gedinne,Excellent,1850,A l’acte,6,12 m²,17 m²,12 m²,12 m²,14 m²,224 m²,Oui,46 m²,Oui,,Oui,Equipée,Américaine,13 m²,2,1,2,Mazout,Non,Non,3,2,Oui,150 m²,Oui,339 m²,Non,443 kWh/m²/an,109,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,,Oui,80 m²,6 m²,Double vitrage,Sud,Nord,Oui,,103567 kWh/an,12/05/2035,Oui,1,,,,,,,,,,,,,,,,,,20 m²,,,,,,,,,,,17 m²,,,,,,,,,30 m²,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5575/gedinne/vbc75254,VBC75254,Maison à vendre,165000,Rue de France 54,5575 Gedinne,,1850,Immédiatement,3,23 m²,14 m²,15 m²,,,120 m²,Non,19 m²,,,Oui,Semi-équipée,Kitchenette,16 m²,1,1,2,,Non,Non,3,2,Oui,400 m²,Oui,713 m²,Non,493 kWh/m²/an,8,"non, pas d'attestation",Pas de risque d’inondation,Information non communiquée,,Oui,22 m²,11 m²,Double vitrage,,,Oui,Oui,73608 kWh/an,06/05/2035,,,,,,,,,,,,,,,,,,,,25 m²,,,,,,,,,,,21 m²,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/fermette/a-vendre/5575/louette-saint-denis/vwd11644,VWD11644,Fermette à vendre,295000,,5575 Louette-Saint-Denis,,,A l’acte,4,,,,,,200 m²,,,,,,Non équipée,,,1,,,Mazout,,,4,,,,,3399 m²,,615 kWh/m²/an,,,Information non communiquée,Information non communiquée,,Oui,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,20241203001991,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/fermette/a-vendre/5575/louette-saint-denis/vwd13033,VWD13033,Fermette à vendre,165000,,5575 Louette-Saint-Denis,,,A l’acte,4,19 m²,18 m²,18 m²,,,200 m²,,17 m²,,,,,,,1,,,Mazout,,,4,,Oui,,,1300 m²,,615 kWh/m²/an,,,Pas de risque d’inondation,Information non communiquée,,Oui,170 m²,,,,,,,,,Oui,,,,,,Oui,,,,,,,,,,,,,,,,,20241203001991,,,,,,,,,,,,,,,,17 m²,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/5575/gedinne/vbc68567,VBC68567,Immeuble mixte à vendre,169000,Rue Gilbert Lepropre 24 ABC,5575 Gedinne,À rénover,1874,A l’acte,4,20 m²,47 m²,25 m²,6 m²,,247 m²,Non,25 m²,Oui,17 m²,Oui,Equipée,Américaine,20 m²,1,1,1,Mazout,Non,Non,2,4,Oui,300 m²,Oui,416 m²,Non,298 kWh/m²/an,8,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,,,,,Double vitrage,Nord,Sud-ouest,,,72002 kWh/an,04/03/2030,Oui,1,,,,,,,,,,,,,,,,,,20 m²,,,,,,,,,,,15 m²,,,,,,,,,58 m²,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5575/gedinne/vbc67481,VBC67481,Maison à vendre,199000,Rue Grande 59,5575 Gedinne,Normal,1850,A l’acte,3,16 m²,15 m²,13 m²,,,183 m²,Non,68 m²,,,Oui,Semi-équipée,Kitchenette,14 m²,2,2,2,,Non,Non,4,2,,,,214 m²,Non,288 kWh/m²/an,,"non, pas d'attestation",Pas de risque d’inondation,Information non communiquée,Non,Oui,,,Double vitrage,Nord-ouest,,Oui,Oui,,04/03/2035,,1,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,16 m²,,Non,Non,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5575/houdremont/vwd12612,VWD12612,Maison à vendre,149000,Rue Joseph Dubois 27,5575 Houdremont,Normal,,A l’acte,2,12 m²,12 m²,,,,177 m²,,33 m²,,,,Semi-équipée,,18 m²,1,,,Mazout,,,2,,,,Oui,141 m²,,317 kWh/m²/an,,,Information non communiquée,Information non communiquée,,Oui,51 m²,6 m²,Double vitrage,,,,,,05/03/2035,Oui,,,,Oui,,,,,,,,,,,,,,,,,,,20250305018815,,,,,,,,,,,,,,,16 m²,29 m²,11 m²,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5575/gedinne/vbc63495,VBC63495,Maison à vendre,325000,Rue de la Morie 28,5575 Gedinne,Normal,1930,A l’acte,4,9 m²,9 m²,9 m²,9 m²,,152 m²,Oui,79 m²,Oui,16 m²,,,,17 m²,2,2,2,,Non,Non,4,2,Oui,700 m²,Oui,946 m²,Non,928 kWh/m²/an,65,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,Non,,,5 m²,Double vitrage,Ouest,Est,,Oui,194894 kWh/an,02/04/2035,,,,,,,,,,,,,,,,,,,,20 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/5575/sart-custinne/vwd13031,VWD13031,Villa à vendre,365000,,5575 Sart-Custinne,Normal,,A l’acte,5,,,,,,161 m²,,27 m²,,,Oui,,,,1,,,Mazout,,,4,,Oui,,Oui,1292 m²,,606 kWh/m²/an,,,Pas de risque d’inondation,Information non communiquée,,Oui,61 m²,,,,,,,,,Oui,,,,,,,,1,,,,,,,,,,2,,,,,20240328027766,,,,,,,20 m²,,,,,,,,,37 m²,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5575/rienne/vwd12957,VWD12957,Maison à vendre,180000,,5575 Rienne,Normal,,A l’acte,3,17 m²,13 m²,13 m²,,,200 m²,,25 m²,,,,,,18 m²,1,,,Mazout,,,2,,Oui,,,344 m²,,531 kWh/m²/an,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,,Oui,150 m²,,Double vitrage,,,,,,28/02/2035,Oui,,,16/10/2038,,,Oui,,,,,,,,,,,,,,,,,20250228015373,,,,,,,,,,,,,,,,17 m²,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/5575/vencimont/vbc57699,VBC57699,Villa à vendre,425000,Rue Frange Boisée 33,5575 Vencimont,Normal,,Immédiatement,3,15 m²,15 m²,18 m²,,,230 m²,Oui,30 m²,,,,Equipée,,6 m²,2,,2,Bois,Non,Non,,,Oui,1000 m²,Oui,,,239 kWh/m²/an,,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,Non,,,,Double vitrage,,,,Oui,64416 kWh/an,,Oui,,Non,,,,,,,Non,Non,,Non,Non,Non,Non,Non,Non,,50 m²,1296 m²,Non,Oui,20250313025120,pas d'application,Non,Non,Non,,,,,Non,Non,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5575/louette-saint-pierre/vwd09161,VWD09161,Maison à vendre,245000,,5575 Louette-Saint-Pierre,Excellent,,,3,21 m²,16 m²,10 m²,,,150 m²,,,,,Oui,Equipée,,18 m²,1,,,Mazout,,,3,,Oui,,Oui,581 m²,,232 kWh/m²/an,,"oui, attestation conforme",Information non communiquée,Information non communiquée,Oui,Oui,,,Double vitrage,,,,,,,Oui,,,,,,,,1,,,,,,,,,,,,,,,20250120008720,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5575/gedinne/vbc56920,VBC56920,Maison à vendre,260000,Rue Joseph Dubois 50,5575 Gedinne,Excellent,1950,A l’acte,4,16 m²,15 m²,21 m²,21 m²,,198 m²,Non,20 m²,Oui,20 m²,,Super équipée,,20 m²,2,2,2,Gaz,Non,Non,3,3,Oui,200 m²,Oui,379 m²,Non,111 kWh/m²/an,24,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,Non,Oui,101 m²,8 m²,Double vitrage,Est,,Oui,Oui,39579 kWh/an,23/07/2034,Oui,,,,,,,,,,,,,,,,,,,20 m²,,Oui,,,,,,,,,,,,,,,,,,71 m²,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5575/gedinne/vbc52272,VBC52272,Maison à vendre,165000,Rue d'Houdremont 9,5575 Gedinne,Normal,1900,Immédiatement,2,18 m²,15 m²,21 m²,,,129 m²,Non,23 m²,Oui,,,Equipée,Américaine,11 m²,1,1,2,Mazout,Non,Non,3,2,Oui,255 m²,Oui,355 m²,Non,460 kWh/m²/an,114,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,Non,Oui,52 m²,,Double vitrage,Nord,Sud,Oui,Oui,52271 kWh/an,20/03/2035,Oui,,,,,,,,,,,,,,,,,,,15 m²,,,,,,,,,,,,,Non,Non,,,,,,22 m²,,,,,,,,,
https://immovlan.be/fr/detail/fermette/a-vendre/5575/gedinne/vbc40732,VBC40732,Fermette à vendre,180000,Rue Gilbert Lepropre 37,5575 Gedinne,Normal,1899,A l’acte,2,14 m²,12 m²,10 m²,,,246 m²,Non,21 m²,Oui,12 m²,Oui,Semi-équipée,Kitchenette,20 m²,1,,2,Non specifié,Non,Non,2,3,Oui,1800 m²,Oui,1950 m²,Non,540 kWh/m²/an,75,"non, pas d'attestation",Pas de risque d’inondation,Information non communiquée,Non,Oui,52 m²,6 m²,,Sud,Nord,Oui,Oui,83702 kWh/an,21/02/2035,Oui,3,,,,,,,,,,,,,,,,,,15 m²,,,,,,,,,,,57 m²,,,,,,,,,33 m²,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5575/rienne/vwd11732,VWD11732,Maison à vendre,105000,,5575 Rienne,,,A l’acte,3,19 m²,16 m²,14 m²,,,127 m²,,,,,Oui,,,10 m²,1,,,Mazout,,,2,,Oui,,,210 m²,,684 kWh/m²/an,,,Information non communiquée,Information non communiquée,,Oui,40 m²,6 m²,Double vitrage,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,20240619010490,,,,,,,,,,,,,,,,17 m²,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/5575/gedinne/rwc38224,RWC38224,Villa à vendre,266550,,5575 Gedinne,Excellent,2024,A convenir,3,,,,,,1031 m²,,,,,,Super équipée,Américaine,,1,,,Non specifié,,,4,,,,,,,,,,Information non communiquée,Information non communiquée,,Oui,,,,,,Oui,Oui,,,,,Oui,,,,,,,,,,Oui,,,,,,,,,Oui,,,,,,,,,,,,,Oui,,,,,,,,Oui,Oui,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5575/gedinne/vbc27230,VBC27230,Maison à vendre,270000,Rue Raymond Gridlet 83,5575 Gedinne,Nouveau,2024,A l’acte,3,12 m²,12 m²,11 m²,,,150 m²,Non,32 m²,,,Oui,Equipée,Américaine,8 m²,1,1,2,Gaz,Non,Non,3,3,Oui,677 m²,Oui,677 m²,Non,70 kWh/m²/an,12,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,Non,,,9 m²,,,,Oui,Oui,9000 kWh/an,23/01/2034,Oui,1,Oui,,,,,,3,,,,,,,,,,,20 m²,,Oui,,,,Non,,,,,26 m²,,Oui,,,,,,,21 m²,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5575/bourseigne-neuve/vbb74752,VBB74752,Maison à vendre,395000,,5575 Bourseigne-Neuve,Normal,,A l’acte,8,19 m²,16 m²,9 m²,9 m²,16 m²,287 m²,Oui,41 m²,,,Oui,,,,6,,7,Gaz,,Non,4,2,Oui,,Oui,3459 m²,,216 kWh/m²/an,31,,Information non communiquée,Information non communiquée,Non,,,7 m²,Double vitrage,Nord,Sud,Oui,Oui,,28/05/2034,Oui,2,,,,,,,3,,,,,,,,,,4,,,Oui,,,,,,,20 m,,,20 m,,,,,,Sud,,65 m²,,,,,Oui,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5575/gedinne/vba24811,VBA24811,Maison à vendre,249000,Rue de la Semois 77,5575 Gedinne,À rénover,,A partir du : 01/01/2024,4,17 m²,16 m²,16 m²,11 m²,,163 m²,Non,31 m²,,,Oui,Equipée,,19 m²,,,2,,Non,,,,Oui,2500 m²,,,,631 kWh/m²/an,,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,Non,Oui,,,Double vitrage,,,,Oui,112744 kWh/an,,Oui,,Non,,,,,,,Non,Non,,Non,Non,Non,Non,Non,Non,1,,3005 m²,Non,Non,20200917001543,pas d'application,Non,Non,Non,,,,,Non,Non,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5580/rochefort/vbc91749,VBC91749,Maison à vendre,229000,Rue du Fays 4,5580 Rochefort,Normal,,,3,15 m²,14 m²,24 m²,,,162 m²,Non,27 m²,,,Oui,Equipée,Américaine,14 m²,2,1,2,Mazout,Non,Non,2,3,Oui,,Oui,492 m²,Non,220 kWh/m²/an,54,"non, pas d'attestation",Risque élevé,Information non communiquée,Non,,,,Double vitrage,,,,,37597 kWh/an,05/06/2035,,1,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,20 m²,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5580/han-sur-lesse/vbc88690,VBC88690,Maison à vendre,230000,,5580 Han-sur-Lesse,À rénover,,,3,,,,,,178 m²,Non,,Non,,Oui,,,,1,,1,Mazout,Non,,4,,Oui,,,414 m²,,,1230,"oui, attestation non conforme",Information non communiquée,Information non communiquée,Non,Non,,,,,,,,,27/01/2034,Non,1,,,Non,Non,Non,Non,,,,,,,,,,,2,,,,,20240127007259,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5580/rochefort/vbc88187,VBC88187,Maison à vendre,290000,Rue de la Sauvenière 19,5580 Rochefort,Excellent,1899,A l’acte,3,15 m²,15 m²,42 m²,,,155 m²,Non,55 m²,,,,Equipée,Américaine,,1,,2,Gaz,Non,Non,3,,Oui,,Oui,120 m²,Non,269 kWh/m²/an,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,Non,Oui,,8 m²,Double vitrage,,Sud-est,Oui,Oui,,,Oui,,,,,,,,,,,,,,,,,,,30 m²,,Oui,,,,,,,6 m,,,6 m,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5580/ave-et-auffe/vbc87147,VBC87147,Appartement à vendre,175000,rue des Fermes 13 0021,5580 Ave-et-Auffe,Normal,1996,,4,,,,,,162 m²,,,,,,,,,1,,,Mazout,Non,Non,,2,,,,,,478 kWh/m²/an,120,pas d'application,Pas de risque d’inondation,Information non communiquée,,Non,,6 m²,Double vitrage,Est,,,,70259 kWh/an,20/09/2025,Non,,,,Non,,,,,,,,,,,,,,,,162 m²,,,20150920006498,,,,Non,10 m,,,,,Non,,,2,,,,,,,,,Oui,,,
