ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Nombre_de_chambres_à_coucher,Surface_habitable,Meublé,Caves,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Type_de_chauffage,Pompe_à_chaleur,Ascenseur,Nombre_de_places_de_parking_extérieur,Jardin,Surface_totale_du_terrain,Attestation__Installation_électrique,Le_bien_fait_lobjet_dun_droit_de_préemption,Affectation_urbanistique_la_plus_récente,Type_de_zone_inondable,Zone_inondable_délimitée,Année_de_construction,Disponibilité_du_bien,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_du_séjour,Garage,Nombre_de_Garages,Équipement_de_la_cuisine,Surface_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_douches,Nombre_de_toilettes,Type_de_vitrage,Accessible_aux_moins_valides,Orientation_de_la_façade_du_bien,Nombre_de_façades,Largeur_de_la_façade,Nombre_détages_de_limmeuble,Surface_du_jardin,Orientation_du_jardin,Terrasse_aménagée,Surface_de_la_terrasse,Orientation_de_la_terrasse,Largeur_du_terrain_à_rue,Raccordé_aux_égouts,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Piscine_extérieure,Conso_spécifique_dénergie_primaire,Date_de_validité_PEB,Emission_de_CO2,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Panneaux_solaires,Air_conditionné,Alarme_antieffraction,Balcon,Référence_PEB,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Étage_de_lappartement,Surface_constructible,Nombre_de_place_de_parking_intérieur,Type_de_cuisine,Surface_chambre_à_coucher_4,Feu_ouvert,Citerne_à_eau_de_pluie,Conso_annuelle_totale_dénergie_primaire,Espace_ouvert_sensible_à_leau__WORG,Surface_totale,Porte_de_garage_motorisée,Station_de_charge_électrique,Chauffage_au_sol,Domotique,Parlophone,HammamSaunaJacuzzi,Adaptations_pour_les_seniors,Appartement_de_service,Niveau_S,Attestation__Citernes_à_mazout,Niveau_E,Surface_de_lades_salles_de_bain,Maison_basse_énergie,Compteur_Bihoraire,Profondeur_du_terrain,Attestation__Asbuilt,Surface_du_bureau,Possibilités_pour_profession_libérale,Adoucisseur_deau,Panneaux_solaires_thermiques,Surface_du_grenier,Niveau_K,Surface_de_la_véranda,Surface_du_garage,Surface_des_caves,Porte_daccès_sécurisée,Surface_salle_à_manger,Clef_électronique,Attestation__Installation_électrique__Validité,Attestation__Citernes_à_mazout__Validité,Surface_chambre_à_coucher_5,Compteur_électrique_individuel,Compteur_deau_individuel,Compteur_de_gaz_individuel,Surface_du_dressing,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel
https://immovlan.be/fr/detail/appartement/a-vendre/9700/audenarde/rbt42283,RBT42283,Appartement à vendre,335000,Dijkstraat 21 7,9700 Audenarde,,Non,4,165 m²,Non,Non,Non,Non,Non,Non,Non,Non,Gaz,,Oui,,Non,,"oui, attestation conforme",,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,Oui,1,,,1,,2,,,,,,,,,Non,,,,,,,,192 kWh/m²/an,,,Oui,Non,,,,,,,,,20241013-0003404429-RES-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9700/audenarde/rbt41406,RBT41406,Maison à vendre,385000,Kortrijkstraat 302,9700 Audenarde,Normal,Non,3,185 m²,Non,Non,Oui,Non,Non,Non,Non,Non,Electrique,,Non,2,Oui,792 m²,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,Oui,1,,,1,1,2,,,,,,,,,Oui,,,,,,,,481 kWh/m²/an,,,,,,,,,Oui,,,,20250313-0003551320-RES-1,,,115 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9700/audenarde/rbt41035,RBT41035,Maison à vendre,425000,Stationsstraat 47,9700 Audenarde,,Non,3,246 m²,,Non,Non,Non,Non,Non,Non,Non,Gaz,,Non,,,140 m²,,Non,"Zone d'habitat d'intérêt culturel, historique et/ou esthétique",Pas de risque d’inondation,Information non communiquée,1885,,,,,,,,Equipée,,2,,2,Double vitrage,Non,,2,,,,,,,,,,,,Non,178 kWh/m²/an,,,,,,,,,,Non,Non,Non,2828508-RES-4,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9700/audenarde/rbt39820,RBT39820,Maison à vendre,399000,Nestor De Tièrestraat 123,9700 Audenarde,,,3,150 m²,,,,,,,,,Gaz,,Non,,Oui,284 m²,,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Immédiatement,,,,,,,Equipée,,2,,2,,Non,,2,,,,,Oui,22 m²,,,,,,,0 kWh/m²/an,,,Oui,Non,,,,,Oui,Non,Non,Non,EPB-norm 2025,Non,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/9700/audenarde/rbt38816,RBT38816,Penthouse à vendre,1695000,Adriaan Brouwerstraat 20 601,9700 Audenarde,Excellent,,3,300 m²,,,,,,,,,,,,,,,"oui, attestation conforme",,,Pas de risque d’inondation,Information non communiquée,2018,,,,,,Oui,,Super équipée,,2,,2,Double vitrage,,,3,,6,,,Oui,,,,,,,,85 kWh/m²/an,,,,,,,,,,,,,,,6,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9700/audenarde/rbt37671,RBT37671,Appartement à vendre,315000,Jezuiëtenplein 8 1,9700 Audenarde,,Non,2,100 m²,Non,Non,Oui,Non,Non,Non,Non,Non,Electrique,,Oui,,,,pas d'application,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,Oui,1,,,,1,1,,,,,,,,,Oui,30 m²,,,,,,,203 kWh/m²/an,,,,,,,,,,,,,20250516-0003597387-RES-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9700/audenarde/rbt36933,RBT36933,Maison à vendre,480000,Pelikaanstraat 101,9700 Audenarde,,Non,4,169 m²,,Non,Oui,Non,Non,Non,Non,Non,Gaz,,Non,,Oui,1248 m²,,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1981,,,,,,Oui,1,Equipée,,1,,2,Double vitrage,Non,,4,9 m,,,,,,,18 m,,,,Non,247 kWh/m²/an,,,,,,,,,,Non,Non,Non,3247881-RES-1,Non,,,,,,,,,,,,,,,,,,,,,,,,,70 m,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9700/audenarde/rbt34959,RBT34959,Appartement à vendre,160000,Desiré Waelkensstraat 61 25,9700 Audenarde,,Non,1,64 m²,Non,Non,Non,Non,Non,Non,Non,Non,Gaz,,Oui,,,,"oui, attestation conforme",Non,,Pas de risque d’inondation,Information non communiquée,1976,,,,,,,,,,1,,1,,,Ouest,,,,,,,,,,,,,,109 kWh/m²/an,29/09/2031,,,,,,,,,,,,20210929-0002470201-RES-1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9700/eine/rbt32823,RBT32823,Maison à vendre,348000,Graaf van Landaststraat 50,9700 Eine,Normal,,3,175 m²,Non,,Oui,,,,,,Mazout,,Non,,Oui,741 m²,"oui, attestation conforme",,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1993,,,,,,Oui,1,,,1,1,2,,,Ouest,,,,,,Oui,,,,,,,,205 kWh/m²/an,,,Oui,Non,,,,,,,,,20250219-0003512607-RES-1,,,150 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9700/audenarde/rbt32820,RBT32820,Appartement à vendre,390000,Adriaan Brouwerstraat 12 202,9700 Audenarde,Nouveau,,2,95 m²,Non,,,,,,,,Gaz,,Oui,,Non,,"oui, attestation conforme",Non,,Pas de risque d’inondation,Information non communiquée,,A l’acte,,,,,,,Super équipée,,1,,1,,,,4,,,,,Oui,,,,,,,,57 kWh/m²/an,,,Oui,Non,,,,,,,,,45035-G-2012_544/EP14680/D010/D01/SD031,,1,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9700/leupegem/rbt32728,RBT32728,Maison à vendre,669000,Berchemweg 54,9700 Leupegem,Normal,,3,260 m²,Non,,Oui,,,,,,Gaz,,Non,6,Oui,4938 m²,"non, pas d'attestation",,"Zone d'habitat (résidentiel, urbain ou rural)",Risque moyen,Information non communiquée,1989,A l’acte,,,,,Oui,2,Super équipée,,1,,2,,,Sud,4,,2,2000 m²,,Oui,56 m²,,,,,,,261 kWh/m²/an,17/07/2034,,Oui,,,,,,,,,,20240717-0003310895-RES-1,,,,,,,,,,,,,,,,,,,,,,,,,,140 m,,10 m²,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9700/audenarde/rbt32700,RBT32700,Maison à vendre,395000,Gentstraat 241,9700 Audenarde,,Non,4,249 m²,,Non,Oui,Non,Non,Non,Non,Non,Mazout,,Non,5,,1790 m²,,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1963,,,,,,Oui,,,,,,,Double vitrage,Non,Sud-est,2,,,,,,,,,,,,Non,717 kWh/m²/an,,,,,,,,,,Non,Non,Oui,20241218-0003475452-RES-1,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9700/leupegem/rbt32089,RBT32089,Maison à vendre,299000,Zonnebloemstraat 21,9700 Leupegem,,Non,3,,,Non,Non,Non,Non,Non,Non,Non,,,Non,3,Oui,392 m²,,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1957,,,,,,Oui,1,,,1,,2,,Non,Sud,3,6 m,,,,Oui,,,11 m,,,,Non,286 kWh/m²/an,,,,,,,,,,,Non,Non,20210127-0002360669-RES-3,Non,,,,,,,,,,,,,,,,,,,,,,,,,36 m,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9700/audenarde/rbt30892,RBT30892,Maison à vendre,410000,Meldenstraat 48 LOT3,9700 Audenarde,Nouveau,Non,5,215 m²,Non,,,,,,,,Air pulsé,Oui,Non,,Oui,372 m²,"oui, attestation conforme",,,Pas de risque d’inondation,Information non communiquée,2024,Immédiatement,,,,,Oui,1,,,1,1,2,Double vitrage,,,2,,2,250 m²,,Oui,,,,,Oui,Oui,Non,,,,Oui,,,,,,Oui,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9700/audenarde/rbt30461,RBT30461,Maison à vendre,345000,Gelukstede 10,9700 Audenarde,,Non,5,242 m²,,Non,Oui,Non,Non,Non,Non,Non,Gaz,,Non,,Oui,424 m²,,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1965,,,,,,Oui,,,,1,,,Double vitrage,Non,,2,,,,,,,,,,,,Non,264 kWh/m²/an,,,,,,,,,,Non,Non,Non,20250402-0003564876-RES-1,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9700/nederename/rbt30315,RBT30315,Maison à vendre,330000,Puithoekstraat 8,9700 Nederename,Normal,,3,227 m²,Non,,Oui,,,,,,Mazout,,Non,2,Oui,1113 m²,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,A l’acte,,,,,Oui,1,Semi-équipée,,1,,2,,,,,,,,,Non,,,,,,,,250 kWh/m²/an,,,Oui,Non,,,,,,,,,20221017-0002699890-RES-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9700/audenarde/rbt29798,RBT29798,Appartement à vendre,210000,Molenstraat 36 4,9700 Audenarde,Normal,,2,67 m²,Non,,,,,,,,Gaz,,Non,,Non,,"oui, attestation conforme",,,Information non communiquée,Information non communiquée,,,,,,,,,Semi-équipée,,1,,1,,,,,,,,,Oui,,,,,,,,213 kWh/m²/an,,,,,,,,,,,,,20241015-0003388708-RES-2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9700/audenarde/rbt29794,RBT29794,Maison à vendre,270000,Baarstraat 54,9700 Audenarde,Normal,,3,215 m²,Non,,,,,,,,Gaz,,Non,,Non,165 m²,"oui, attestation conforme",Non,"Zone d'habitat d'intérêt culturel, historique et/ou esthétique",Pas de risque d’inondation,Information non communiquée,,A l’acte,,,,,,,Semi-équipée,,1,,1,,,,2,,,,,Oui,,,,,,,,295 kWh/m²/an,,,Oui,Non,,,,,,,,,20190424-0002153494-RES-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9700/audenarde/rbt29789,RBT29789,Maison à vendre,249000,Heurnestraat 432,9700 Audenarde,À rénover,,3,,Non,,,,,,,,,,Non,,Oui,532 m²,"non, pas d'attestation",,,Pas de risque d’inondation,Information non communiquée,1935,A l’acte,,,,175 m²,Oui,1,,,1,,2,,,Nord-est,4,,1,,,Oui,,,,,,,,1377 kWh/m²/an,28/02/2035,,Oui,,,,,,,,,,20250228-0003542226-RES-1,,,183 m²,,,,,,,,,,,,,,,,,,,,,,,46 m,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9700/leupegem/rbt29377,RBT29377,Maison à vendre,949000,Leupegemstraat 17,9700 Leupegem,Normal,Non,6,520 m²,Non,Non,Oui,Non,Non,Non,Non,Non,Mazout,,Non,,Oui,2267 m²,"oui, attestation non conforme",Oui,,Pas de risque d’inondation,Information non communiquée,,A l’acte,,,,55 m²,Oui,2,,,1,,2,,,Ouest,,,,,,Oui,,,,,,,Oui,320 kWh/m²/an,03/03/2034,,,,,,,,,,,,20240303-0000085262-RES-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison-de-maitre/a-vendre/9700/audenarde/rbt26347,RBT26347,Maison de maître à vendre,469000,Jacob Lacopsstraat 25,9700 Audenarde,,Non,8,264 m²,,Non,Non,Non,Non,Non,Non,Non,Electrique,,Non,,Oui,,,Non,"Zone d'habitat d'intérêt culturel, historique et/ou esthétique",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,1,,2,Simple vitrage,Non,Nord-est,2,7 m,3,,,Oui,30 m²,,7 m,,,,Non,320 kWh/m²/an,,,,,,,,,,Non,Non,Non,20250328-0003565012-RES-1,Non,,,,,,,,,,,,,,,,,,,,,,,,,31 m,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9700/eine/rbt24587,RBT24587,Maison à vendre,410000,Kanunnikenstraat 61,9700 Eine,Normal,,5,250 m²,,Oui,,,,,,,Gaz,,,2,Oui,432 m²,"oui, attestation conforme",Non,,Pas de risque d’inondation,Information non communiquée,1980,A l’acte,,,,,Oui,1,,,1,,2,Double vitrage,,,3,,,,,Oui,,,,,Oui,Oui,,102 kWh/m²/an,,,Oui,Non,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9700/audenarde/rbt24443,RBT24443,Appartement à vendre,165000,Pauwel Vander Scheldenstraat 51 22,9700 Audenarde,,Non,1,,,Non,Non,Non,Non,Non,Non,Non,Electrique,,Oui,,,,,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1993,,,,,,Oui,1,Equipée,,1,,1,Double vitrage,Non,,,,3,,,,,,,,,,Non,226 kWh/m²/an,,,,,,,,,,Non,Non,Non,2359125-RES-1,Non,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9700/audenarde/rbt24442,RBT24442,Appartement à vendre,199000,Pauwel Vander Scheldenstraat 51 13,9700 Audenarde,,Non,2,97 m²,,Non,Non,Non,Non,Non,Non,Non,Electrique,,Non,,,,,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1993,,,,,,Oui,,Equipée,,1,,1,Double vitrage,Non,,,,3,,,,,,,,,,Non,370 kWh/m²/an,,,,,,,,,,Non,Non,Non,3516001-RES-1,Non,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9700/bevere/rbt17637,RBT17637,Maison à vendre,265000,Korenbloemlaan 18,9700 Bevere,À rénover,,3,125 m²,Non,,Oui,,,,,,Mazout,,Non,2,Oui,786 m²,"non, pas d'attestation",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1965,,,,,,Oui,1,,,1,,1,,,,,,,,,Non,,,,,,,,557 kWh/m²/an,,,,Non,,,,,,,,,20250127-0003514924-RES-1,,,105 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9700/audenarde/rwc39281,RWC39281,Maison à vendre,365550,,9700 Audenarde,Excellent,Non,3,606 m²,,,Oui,,,,Non,,Gaz,Oui,,1,Oui,606 m²,"oui, attestation conforme",,,Pas de risque d’inondation,Information non communiquée,2025,A convenir,,,,,Oui,,Super équipée,,1,,,,,,3,,,,,,,,,Oui,Oui,Oui,,,,,,,,,,,Oui,,,,,,,,1,Américaine,,,Oui,,,606 m²,Oui,,Oui,,Oui,,,,,,23,,Oui,Oui,,,,Non,Non,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9700/bevere/rbt15431,RBT15431,Maison à vendre,330000,Korenbloemlaan 22,9700 Bevere,Normal,,3,142 m²,Non,,Oui,,,,,,Gaz,,Non,,Oui,673 m²,"oui, attestation conforme",,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1964,,,,,,Oui,,,,1,,1,,,Ouest,,,,,,Oui,,,,,,,,349 kWh/m²/an,,,,Non,,,,,,,,,20250325-0003561211-RES-1,,,90 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9700/audenarde/rbt15430,RBT15430,Appartement à vendre,465000,Droesbekeplein 16 301,9700 Audenarde,Normal,,3,116 m²,Non,,,,,,,,Gaz,,Non,,Non,,"oui, attestation conforme",,,Information non communiquée,Information non communiquée,,,,,,,Oui,1,Super équipée,,1,1,1,,,,,,,,,Oui,,,,,,,,135 kWh/m²/an,,,,,,,,,,,,,20250312-0003550720-RES-1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9700/ename/rbt08955,RBT08955,Maison à vendre,190000,Abdijstraat 41,9700 Ename,À rénover,,1,81 m²,Non,,Oui,,,,,,Non specifié,,Non,,Oui,381 m²,pas d'application,,,Information non communiquée,Information non communiquée,,A l’acte,,,,,,,Non équipée,,,,,,,,,,,,,Non,,,,,,,,993 kWh/m²/an,,,,,,,,,,,,,20221208-0002748946-RES-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9700/audenarde/rbt03750,RBT03750,Appartement à vendre,212500,Sint-Lucasstraat 8 10,9700 Audenarde,Normal,,1,42 m²,Non,,,,,,,,Gaz,,Oui,,Non,,pas d'application,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1970,A l’acte,,,,,,,,,1,,1,,,,2,,3,,,Non,,,,,,,,157 kWh/m²/an,,,Oui,,,,,,,,,,20211129-0002501337-RES-1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9700/audenarde/rbj71680,RBJ71680,Appartement à vendre,335153,Dijkstraat 47,9700 Audenarde,Nouveau,,2,93 m²,,,,,,,,,,Oui,,,,,"non, pas d'attestation",,,Information non communiquée,Information non communiquée,,,,,,,,,,,1,,,Double vitrage,,,2,,,,,Oui,8 m²,,,,,,,,,,,,,,,,Oui,,,,,,1,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9700/audenarde/rbj71678,RBJ71678,Appartement à vendre,335149,Dijkstraat 47,9700 Audenarde,Nouveau,,2,94 m²,,,,,,,,,,Oui,,,,,"non, pas d'attestation",,,Information non communiquée,Information non communiquée,,,,,,,,,,,1,,,Double vitrage,,,2,,,,,Oui,8 m²,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9700/audenarde/rbj71668,RBJ71668,Appartement à vendre,358598,Dijkstraat 47,9700 Audenarde,Nouveau,,2,98 m²,,,,,,,,,,Oui,,,Oui,,"non, pas d'attestation",,,Information non communiquée,Information non communiquée,,,,,,,,,,,1,,,Double vitrage,,,2,,,,,Oui,9 m²,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9700/audenarde/rbt02470,RBT02470,Appartement à vendre,334829,Dijkstraat 47,9700 Audenarde,Nouveau,,2,94 m²,,,,,,,,,,Oui,,,,,"non, pas d'attestation",,,Information non communiquée,Information non communiquée,,,,,,,,,,,1,,,Double vitrage,,,2,,,,,Oui,8 m²,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9700/audenarde/rbj71660,RBJ71660,Appartement à vendre,271206,Dijkstraat 47,9700 Audenarde,Nouveau,Non,2,84 m²,,Non,Non,Non,Non,Non,Non,Non,,Oui,,,,,"non, pas d'attestation",,"Zone, info non disponible",Information non communiquée,Information non communiquée,,,,,,,,,,,1,,,Double vitrage,,,2,,,,,Oui,5 m²,,,,,,Non,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9700/audenarde/rbj71652,RBJ71652,Appartement à vendre,522844,Dijkstraat 47,9700 Audenarde,Nouveau,Non,3,130 m²,,Non,Non,Non,Non,Non,Non,Non,,Oui,,,,,"non, pas d'attestation",,"Zone, info non disponible",Information non communiquée,Information non communiquée,,,,,,,,,,,2,,,Double vitrage,,,2,,,,,Oui,12 m²,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9700/bevere/rbt01781,RBT01781,Maison à vendre,178000,Kortrijkstraat 89,9700 Bevere,,,3,165 m²,Non,,Oui,,,,,,Gaz,,Non,,Oui,260 m²,"non, pas d'attestation",,,Information non communiquée,Information non communiquée,,A l’acte,,,,,,,,,1,,1,,,,,,,,,Oui,,,,,,,,748 kWh/m²/an,,,,,,,,,,,,,20231127-0003050872-RES-1,,,93 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9700/audenarde/rbs98020,RBS98020,Maison à vendre,315000,Gevaertsdreef 87,9700 Audenarde,,Non,3,104 m²,,Non,Non,Non,Non,Non,Non,Non,Gaz,,Non,,Oui,60 m²,,Non,"Zone d'habitat d'intérêt culturel, historique et/ou esthétique",Pas de risque d’inondation,Information non communiquée,1906,,,,,,,,Equipée,,1,,1,Triple vitrage,Non,,2,,,,,,,,,,,,Non,155 kWh/m²/an,,,,,,,,,,Non,Non,Non,2974983-RES-2,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9700/audenarde/rbs92814,RBS92814,Maison à vendre,225000,Martijn van Torhoutstraat 142,9700 Audenarde,À rénover,,2,1439 m²,Non,,Oui,,,,,,Gaz,,Non,,Oui,,"oui, attestation non conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,A l’acte,,,,,Oui,1,Semi-équipée,,1,,1,,,,,,,,,Non,,,,,,,,509 kWh/m²/an,,,Non,Non,,,,,,,,,20241007-0003402729-RES-1,,,181 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
